blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
wiggle-sort-ii-Solution2.wiggleSort,2,43,5,50,0.9555555555555556
maximum-number-of-ones-Solution.maximumNumberOfOnes,4,41,2,53,0.9111111111111111
number-of-ways-to-separate-numbers-Solution.numberOfCombinations,4,41,4,51,0.9111111111111111
verbal-arithmetic-puzzle-Solution.isSolvable,4,41,9,46,0.9111111111111111
greatest-common-divisor-of-strings-Solution.gcdOfStrings,5,40,2,53,0.8888888888888888
k-highest-ranked-items-within-a-price-range-Solution.highestRankedKItems,5,40,6,49,0.8888888888888888
maximum-product-of-the-length-of-two-palindromic-subsequences-Solution.maxProduct,5,40,4,51,0.8888888888888888
maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold-Solution.maxSideLength,5,40,8,47,0.8888888888888888
next-palindrome-using-same-digits-Solution.nextPalindrome,5,40,8,47,0.8888888888888888
sell-diminishing-valued-colored-balls-Solution.maxProfit,5,40,3,52,0.8888888888888888
smallest-k-length-subsequence-with-occurrences-of-a-letter-Solution.smallestSubsequence,5,40,5,50,0.8888888888888888
check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence-Solution.isPrefixOfWord,6,39,11,44,0.8666666666666667
cutting-ribbons-Solution.maxLength,6,39,3,52,0.8666666666666667
escape-a-large-maze-Solution.isEscapePossible,6,39,4,51,0.8666666666666667
find-the-largest-palindrome-divisible-by-k-Solution.largestPalindrome,6,39,5,50,0.8666666666666667
game-of-life-Solution.gameOfLife,6,39,7,48,0.8666666666666667
number-of-single-divisor-triplets-Solution.singleDivisorTriplet,6,39,4,51,0.8666666666666667
check-if-a-number-is-majority-element-in-a-sorted-array-Solution.isMajorityElement,7,38,3,52,0.8444444444444444
count-of-integers-Solution.count,7,38,6,49,0.8444444444444444
count-sorted-vowel-strings-Solution.countVowelStrings,7,38,4,51,0.8444444444444444
find-a-peak-element-ii-Solution.findPeakGrid,7,38,5,50,0.8444444444444444
find-the-occurrence-of-first-almost-equal-substring-Solution.minStartingIndex,7,38,1,54,0.8444444444444444
handling-sum-queries-after-update-Solution.handleQuery,7,38,2,53,0.8444444444444444
maximize-number-of-nice-divisors-Solution.maxNiceDivisors,7,38,3,52,0.8444444444444444
merge-two-2d-arrays-by-summing-values-Solution.mergeArrays,7,38,1,54,0.8444444444444444
minimum-adjacent-swaps-to-reach-the-kth-smallest-number-Solution.getMinSwaps,7,38,6,49,0.8444444444444444
minimum-non-zero-product-of-the-array-elements-Solution.minNonZeroProduct,7,38,3,52,0.8444444444444444
missing-element-in-sorted-array-Solution.missingElement,7,38,2,53,0.8444444444444444
smallest-integer-divisible-by-k-Solution.smallestRepunitDivByK,7,38,3,52,0.8444444444444444
distribute-repeating-integers-Solution.canDistribute,8,37,9,46,0.8222222222222222
find-first-and-last-position-of-element-in-sorted-array-Solution.searchRange,8,37,6,49,0.8222222222222222
minimum-cost-homecoming-of-a-robot-in-a-grid-Solution.minCost,8,37,7,48,0.8222222222222222
number-of-unique-good-subsequences-Solution.numberOfUniqueGoodSubsequences,8,37,0,55,0.8222222222222222
number-of-ways-to-reconstruct-a-tree-Solution.checkWays,8,37,7,48,0.8222222222222222
