blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
7006-NameFilter.nameFilter,70,51,2,5,0.4214876033057851
8543-ConvertLib.convert,83,38,2,5,0.3140495867768595
2912-Airdropper.multisend,86,35,3,4,0.2892561983471074
3129-test.record_human_readable_blockhash,86,35,2,5,0.2892561983471074
4500-OrderString.getOrderString,89,32,2,5,0.2644628099173554
1851-secondContract.BirthdayBoyClickHere,90,31,2,5,0.256198347107438
1138-Destroy.delegatecall_selfdestruct,91,30,2,5,0.24793388429752067
3829-ECRecovery.recover,91,30,3,4,0.24793388429752067
1863-StringLib.generateName,92,29,2,5,0.2396694214876033
2742-Hasher.hashLoop,92,29,3,4,0.2396694214876033
5716-ViewBalances.checkBalances,92,29,4,3,0.2396694214876033
7364-FileCoinCash.FileCoinCash,94,27,3,4,0.2231404958677686
2418-Untitled.test,95,26,3,4,0.21487603305785125
3777-Fees.payout,95,26,7,0,0.21487603305785125
4479-cyberEntry2.cyberEntry2,98,23,3,4,0.19008264462809918
2931-StringDump.emitEvent,99,22,5,2,0.18181818181818182
449-Airdrop.multisend,100,21,3,4,0.17355371900826447
1721-StringYokes.zint_bytes32ToString,101,20,3,4,0.1652892561983471
1726-StringYokes.zint_bytes32ToString,101,20,2,5,0.1652892561983471
1905-StringYokes.zint_bytes32ToString,101,20,3,4,0.1652892561983471
5936-StringYokes.zint_bytes32ToString,101,20,3,4,0.1652892561983471
6158-GongChuangToken.GongChuangToken,102,19,5,2,0.15702479338842976
9877-Authority.canCall,102,19,4,3,0.15702479338842976
9880-Authority.canCall,102,19,4,3,0.15702479338842976
2273-Airdropper.multisend,105,16,3,4,0.1322314049586777
7540-LoeriadeNabidaz.pay,105,16,5,2,0.1322314049586777
8406-balanceChecker.checkBals,106,15,4,3,0.12396694214876033
2488-Airdropper.multisend,107,14,3,4,0.11570247933884298
2946-SuicideContract.NukeContract,107,14,2,5,0.11570247933884298
5178-Rainmaker.letItRain,107,14,4,3,0.11570247933884298
5444-Airdropper.multisend,107,14,2,5,0.11570247933884298
5958-VpaxContract.transferCoins,107,14,2,5,0.11570247933884298
920-QuantumpayAirdropper.multisend,107,14,5,2,0.11570247933884298
9757-ZhenNet.store,107,14,5,2,0.11570247933884298
2242-Airdropper.multisend,108,13,2,5,0.10743801652892562
2844-InternalTxsTest.batch,108,13,5,2,0.10743801652892562
2979-WhiteList.canTransfer,108,13,4,3,0.10743801652892562
3405-Airdropper.multisend,108,13,2,5,0.10743801652892562
450-EBU.transfer,108,13,4,3,0.10743801652892562
526-GetsBurned.BurnMe,108,13,6,1,0.10743801652892562
1976-Airdropper.multisend,109,12,2,5,0.09917355371900827
345-demo.transfer,109,12,4,3,0.09917355371900827
3490-RatForward.get,109,12,4,3,0.09917355371900827
3917-Brute.sendToken,109,12,4,3,0.09917355371900827
8328-CustomToken.CustomToken,109,12,6,1,0.09917355371900827
2015-AirDropContract.transfer,110,11,4,3,0.09090909090909091
2297-BITXMultiTransfer.multisend,110,11,2,5,0.09090909090909091
5848-Airdropper.multisend,110,11,5,2,0.09090909090909091
8350-EthealHelper.forwardable,110,11,5,2,0.09090909090909091
1004-Airdrop.doAirdrop,111,10,4,3,0.08264462809917356
1871-T_TOTAL.retrieve,111,10,4,3,0.08264462809917356
2609-airdropManager.send,111,10,4,3,0.08264462809917356
6279-CustomToken.CustomToken,111,10,4,3,0.08264462809917356
2675-Airdropper.multisend,112,9,4,3,0.0743801652892562
3655-Factory.createPermissionsBot,112,9,5,2,0.0743801652892562
3993-Giver.getToken,112,9,4,3,0.0743801652892562
7451-AirDrop.airDrop,112,9,6,1,0.0743801652892562
761-MultiTransfer.transfer,112,9,3,4,0.0743801652892562
7772-getKittyInfo.getInfo,112,9,5,2,0.0743801652892562
8846-CustomToken.CustomToken,112,9,4,3,0.0743801652892562
9900-Disperse.disperseToken,112,9,1,6,0.0743801652892562
2505-EthealHodlHelper.getAddress,113,8,3,4,0.06611570247933884
3682-Foo.doit,113,8,4,3,0.06611570247933884
7303-CustomToken.CustomToken,113,8,3,4,0.06611570247933884
801-CustomToken.CustomToken,113,8,1,6,0.06611570247933884
9827-CustomToken.CustomToken,113,8,3,4,0.06611570247933884
3671-Foo.doit,114,7,3,4,0.05785123966942149
5267-MultiTransfer.multiTransfer,114,7,3,4,0.05785123966942149
6402-CustomToken.CustomToken,114,7,6,1,0.05785123966942149
8228-ENXAirDrop.airDrop,114,7,3,4,0.05785123966942149
2230-CustomToken.CustomToken,115,6,5,2,0.049586776859504134
5496-CustomToken.CustomToken,115,6,5,2,0.049586776859504134
9196-CustomToken.CustomToken,115,6,3,4,0.049586776859504134
9700-Airdrop.drop,115,6,3,4,0.049586776859504134
1816-CustomToken.CustomToken,116,5,2,5,0.04132231404958678
1967-CustomToken.CustomToken,116,5,3,4,0.04132231404958678
2032-CustomToken.CustomToken,116,5,4,3,0.04132231404958678
261-EBU.transfer,116,5,5,2,0.04132231404958678
351-CustomToken.CustomToken,116,5,2,5,0.04132231404958678
3916-br.sendToken,116,5,4,3,0.04132231404958678
4043-CustomToken.CustomToken,116,5,4,3,0.04132231404958678
4088-CustomToken.CustomToken,116,5,2,5,0.04132231404958678
4520-CustomToken.CustomToken,116,5,4,3,0.04132231404958678
