blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
603-wehome.transfer,1,26,8,93,0.9629629629629629
1644-CustomToken.CustomToken,2,25,12,89,0.9259259259259259
1721-StringYokes.zint_bytes32ToString,2,25,5,96,0.9259259259259259
1726-StringYokes.zint_bytes32ToString,2,25,5,96,0.9259259259259259
1373-blockHashNotReturned.currentBlockHashCst,3,24,9,92,0.8888888888888888
1905-StringYokes.zint_bytes32ToString,3,24,6,95,0.8888888888888888
2521-MYCCToken.transfer,4,23,10,91,0.8518518518518519
3655-Factory.createPermissionsBot,4,23,3,98,0.8518518518518519
4500-OrderString.getOrderString,4,23,7,94,0.8518518518518519
1291-MyToken.transfer,5,22,10,91,0.8148148148148148
2081-MyToken.transfer,5,22,12,89,0.8148148148148148
2418-Untitled.test,5,22,4,97,0.8148148148148148
6158-GongChuangToken.GongChuangToken,5,22,7,94,0.8148148148148148
2297-BITXMultiTransfer.multisend,6,21,18,83,0.7777777777777778
2979-WhiteList.canTransfer,6,21,4,97,0.7777777777777778
3185-StarmidFreezeTokens.refundTokens,6,21,5,96,0.7777777777777778
7187-MyToken.transfer,6,21,11,90,0.7777777777777778
5936-StringYokes.zint_convert,7,20,5,96,0.7407407407407407
4479-cyberEntry2.cyberEntry2,8,19,19,82,0.7037037037037037
7540-LoeriadeNabidaz.pay,8,19,11,90,0.7037037037037037
449-Airdrop.multisend,9,18,19,82,0.6666666666666666
5716-ViewBalances.checkBalances,9,18,13,88,0.6666666666666666
5957-StringUtils.indexOf,9,18,18,83,0.6666666666666666
5958-VpaxContract.transferCoins,9,18,9,92,0.6666666666666666
761-MultiTransfer.transfer,9,18,17,84,0.6666666666666666
1947-MultiTransfer.MultiTransaction,10,17,15,86,0.6296296296296297
2760-AirdropContract.send,10,17,17,84,0.6296296296296297
3368-GlobalTechToken.GlobalTechToken,10,17,30,71,0.6296296296296297
7041-Airdrop.drop,10,17,27,74,0.6296296296296297
3680-owner.transfer,11,16,20,81,0.5925925925925926
526-GetsBurned.BurnMe,11,16,11,90,0.5925925925925926
1138-Destroy.delegatecall_selfdestruct,12,15,13,88,0.5555555555555556
1851-secondContract.BirthdayBoyClickHere,12,15,12,89,0.5555555555555556
1967-CustomToken.CustomToken,12,15,27,74,0.5555555555555556
2931-StringDump.emitEvent,12,15,9,92,0.5555555555555556
3829-ECRecovery.recover,12,15,29,72,0.5555555555555556
4684-ercFwd.tokenFallback,12,15,31,70,0.5555555555555556
