case_id,vuln_type,audit_report,input_token_num,output_token_num,inference_time
177736,Bypass,"NO 
",2265,4,0.7444126605987549
177740,DoS Exec Code Overflow Mem. Corr.,"YES
The code uses `atoi` to parse the time string.  `atoi` is vulnerable to integer overflows, which can lead to crashes or arbitrary code execution. 
",1994,37,2.524643659591675
177741,DoS Overflow,"NO 
",1303,4,0.5739622116088867
177742,DoS Overflow,"NO 
",1271,4,0.56829833984375
177743,DoS,"NO 
",3408,4,0.9651060104370117
177747,DoS,"NO 
",2066,4,0.7108306884765625
177750,DoS Exec Code,"YES
The code contains a Use After Free vulnerability. 
",2062,14,1.2505896091461182
177766,DoS,"YES
The code contains a DoS vulnerability. 
The CVE-ID is CVE-2015-7540. The CWE-ID is CWE-399.
Vulnerability summary:
The LDAP server in the AD domain controller in Samba 4.x before 4.1.22 does not check return values to ensure successful ASN.1 memory allocation, which allows remote attackers to cause a denial of service (memory consumption and daemon crash) via crafted packets. 


",4016,106,6.808591365814209
177767,DoS,"NO 
",1990,4,0.6750922203063965
177768,DoS,"YES
The code contains a DoS vulnerability. 
The CVE-ID is CVE-2018-20482. The CWE-ID is CWE-835.
Vulnerability summary:
GNU Tar through 1.30, when --sparse is used, mishandles file shrinkage during read access, which allows local users to cause a denial of service (infinite read loop in sparse_dump_region in sparse.c) by modifying a file that is supposed to be archived by a different user's process (e.g., a system backup running as root). 
",2528,128,7.6681969165802
177770,Bypass,"NO 
",3023,4,0.8486893177032471
177771,nan,"NO 
",1752,4,0.647986650466919
177773,DoS Exec Code Overflow Mem. Corr.,"NO 
",1537,4,0.6033480167388916
177774,DoS Exec Code Overflow,"YES
The code contains a DoS_Exec_Code_Overflow vulnerability. 
The CVE-ID is CVE-2009-3605. The CWE-ID is CWE-189.
Vulnerability summary:
Multiple integer overflows in Poppler 0.10.5 and earlier allow remote attackers to cause a denial of service (application crash) or possibly execute arbitrary code via a crafted PDF file, related to (1) glib/poppler-page.cc; (2) ArthurOutputDev.cc, (3) CairoOutputDev.cc, (4) GfxState.cc, (5) JBIG2Stream.cc, (6) PSOutputDev.cc, and (7) SplashOutputDev.cc in poppler/; and (8) SplashBitmap.cc, (9) Splash.cc, and (10) SplashFTFont.cc in splash/. 


",3120,197,11.582143306732178
177775,DoS Exec Code Overflow,"YES
The code contains a DoS_Exec_Code_Overflow vulnerability. 
The CVE-ID is CVE-2009-3605. The CWE-ID is CWE-189.
Vulnerability summary:
Multiple integer overflows in Poppler 0.10.5 and earlier allow remote attackers to cause a denial of service (application crash) or possibly execute arbitrary code via a crafted PDF file, related to (1) glib/poppler-page.cc; (2) ArthurOutputDev.cc, (3) CairoOutputDev.cc, (4) GfxState.cc, (5) JBIG2Stream.cc, (6) PSOutputDev.cc, and (7) SplashOutputDev.cc in poppler/; and (8) SplashBitmap.cc, (9) Splash.cc, and (10) SplashFTFont.cc in splash/.  NOTE: this may overlap CVE-2009-0791. 


",2438,215,12.474720239639282
177777,DoS Exec Code Overflow,"NO 
",2880,4,0.9296107292175293
177778,DoS Exec Code Overflow,"NO 
",3142,4,0.8624162673950195
177779,DoS Exec Code Overflow,"NO 
",3176,4,0.8799493312835693
