case_id,vuln_type,audit_report,input_token_num,output_token_num,inference_time
11,access control,error: gpt4 fail,0,0,17.35794425010681
12,access control,error: gpt4 fail,0,0,17.13661503791809
13,access control,error: gpt4 fail,0,0,17.74360418319702
14,access control,error: gpt4 fail,0,0,17.34727644920349
15,access control,error: gpt4 fail,0,0,17.283031940460205
16,access control,error: gpt4 fail,0,0,17.382585763931274
17,access control,error: gpt4 fail,0,0,17.546934604644775
18,access control,error: gpt4 fail,0,0,17.36104989051819
19,access control,error: gpt4 fail,0,0,17.724458932876587
20,access control,error: gpt4 fail,0,0,17.316458225250244
21,access control,error: gpt4 fail,0,0,17.365376949310303
22,access control,error: gpt4 fail,0,0,17.183821201324463
23,access control,error: gpt4 fail,0,0,17.425989389419556
24,access control,error: gpt4 fail,0,0,17.518502712249756
25,access control,error: gpt4 fail,0,0,17.20378804206848
26,access control,error: gpt4 fail,0,0,17.419298887252808
27,unchecked low level calls,error: gpt4 fail,0,0,17.90736436843872
28,unchecked low level calls,error: gpt4 fail,0,0,17.52554965019226
29,unchecked low level calls,error: gpt4 fail,0,0,17.299710035324097
30,unchecked low level calls,error: gpt4 fail,0,0,18.073045253753662
31,unchecked low level calls,error: gpt4 fail,0,0,17.165058851242065
32,unchecked low level calls,error: gpt4 fail,0,0,17.496448516845703
33,unchecked low level calls,error: gpt4 fail,0,0,17.1110417842865
34,unchecked low level calls,error: gpt4 fail,0,0,17.55975866317749
35,unchecked low level calls,error: gpt4 fail,0,0,17.550140619277954
36,unchecked low level calls,error: gpt4 fail,0,0,17.634153127670288
37,unchecked low level calls,error: gpt4 fail,0,0,17.566421031951904
38,unchecked low level calls,error: gpt4 fail,0,0,17.45512318611145
39,unchecked low level calls,error: gpt4 fail,0,0,17.441460371017456
40,unchecked low level calls,error: gpt4 fail,0,0,17.01843762397766
41,unchecked low level calls,error: gpt4 fail,0,0,17.594898462295532
42,unchecked low level calls,error: gpt4 fail,0,0,17.833804607391357
43,unchecked low level calls,error: gpt4 fail,0,0,17.661130666732788
44,unchecked low level calls,error: gpt4 fail,0,0,17.4352023601532
45,unchecked low level calls,error: gpt4 fail,0,0,17.712538719177246
46,unchecked low level calls,error: gpt4 fail,0,0,17.323632955551147
47,unchecked low level calls,error: gpt4 fail,0,0,17.662585020065308
48,unchecked low level calls,error: gpt4 fail,0,0,17.32625651359558
49,unchecked low level calls,error: gpt4 fail,0,0,17.74732208251953
50,unchecked low level calls,error: gpt4 fail,0,0,17.907972812652588
51,unchecked low level calls,error: gpt4 fail,0,0,17.296069145202637
52,unchecked low level calls,error: gpt4 fail,0,0,17.441116333007812
53,unchecked low level calls,error: gpt4 fail,0,0,16.95993161201477
54,unchecked low level calls,error: gpt4 fail,0,0,17.27505397796631
55,unchecked low level calls,error: gpt4 fail,0,0,17.813543558120728
56,unchecked low level calls,error: gpt4 fail,0,0,17.57110857963562
57,unchecked low level calls,error: gpt4 fail,0,0,17.0884428024292
58,unchecked low level calls,error: gpt4 fail,0,0,17.13717222213745
59,unchecked low level calls,error: gpt4 fail,0,0,18.00186324119568
60,unchecked low level calls,error: gpt4 fail,0,0,17.209158420562744
61,unchecked low level calls,error: gpt4 fail,0,0,17.492838621139526
62,unchecked low level calls,error: gpt4 fail,0,0,17.30323052406311
63,unchecked low level calls,error: gpt4 fail,0,0,17.106995582580566
64,unchecked low level calls,error: gpt4 fail,0,0,17.04661250114441
65,unchecked low level calls,error: gpt4 fail,0,0,17.848795413970947
66,unchecked low level calls,error: gpt4 fail,0,0,17.293062686920166
67,unchecked low level calls,error: gpt4 fail,0,0,17.71760845184326
68,unchecked low level calls,error: gpt4 fail,0,0,17.174567699432373
69,unchecked low level calls,error: gpt4 fail,0,0,17.706210374832153
70,unchecked low level calls,error: gpt4 fail,0,0,17.503669500350952
