case_id,vuln_type,audit_report,input_token_num,output_token_num,inference_time
11,access control,error: gpt4 fail,0,0,17.58688521385193
12,access control,error: gpt4 fail,0,0,17.68257999420166
13,access control,error: gpt4 fail,0,0,17.869919538497925
14,access control,error: gpt4 fail,0,0,17.41757822036743
15,access control,error: gpt4 fail,0,0,17.223201751708984
16,access control,error: gpt4 fail,0,0,17.195831298828125
17,access control,error: gpt4 fail,0,0,17.103919506072998
18,access control,error: gpt4 fail,0,0,17.896355390548706
19,access control,error: gpt4 fail,0,0,17.206944465637207
20,access control,error: gpt4 fail,0,0,17.62439489364624
21,access control,error: gpt4 fail,0,0,17.083873510360718
22,access control,error: gpt4 fail,0,0,17.94783663749695
23,access control,error: gpt4 fail,0,0,17.5118670463562
24,access control,error: gpt4 fail,0,0,17.550323963165283
25,access control,error: gpt4 fail,0,0,17.692513704299927
26,access control,error: gpt4 fail,0,0,17.442525625228882
27,unchecked low level calls,error: gpt4 fail,0,0,17.42313027381897
28,unchecked low level calls,error: gpt4 fail,0,0,17.46641778945923
29,unchecked low level calls,error: gpt4 fail,0,0,17.37967586517334
30,unchecked low level calls,error: gpt4 fail,0,0,17.39826250076294
31,unchecked low level calls,error: gpt4 fail,0,0,17.35966205596924
32,unchecked low level calls,error: gpt4 fail,0,0,17.668392181396484
33,unchecked low level calls,error: gpt4 fail,0,0,17.600287675857544
34,unchecked low level calls,error: gpt4 fail,0,0,17.08432126045227
35,unchecked low level calls,error: gpt4 fail,0,0,17.71007513999939
36,unchecked low level calls,error: gpt4 fail,0,0,17.290913343429565
37,unchecked low level calls,error: gpt4 fail,0,0,17.523767709732056
38,unchecked low level calls,error: gpt4 fail,0,0,17.770476818084717
39,unchecked low level calls,error: gpt4 fail,0,0,18.747950553894043
40,unchecked low level calls,error: gpt4 fail,0,0,17.438324451446533
41,unchecked low level calls,error: gpt4 fail,0,0,17.556675672531128
42,unchecked low level calls,error: gpt4 fail,0,0,18.247979402542114
43,unchecked low level calls,error: gpt4 fail,0,0,17.33903980255127
44,unchecked low level calls,error: gpt4 fail,0,0,17.26895308494568
45,unchecked low level calls,error: gpt4 fail,0,0,17.938607454299927
46,unchecked low level calls,error: gpt4 fail,0,0,17.254423141479492
47,unchecked low level calls,error: gpt4 fail,0,0,17.79843282699585
48,unchecked low level calls,error: gpt4 fail,0,0,17.749505758285522
49,unchecked low level calls,error: gpt4 fail,0,0,17.30851459503174
50,unchecked low level calls,error: gpt4 fail,0,0,17.98095440864563
51,unchecked low level calls,error: gpt4 fail,0,0,17.180896043777466
52,unchecked low level calls,error: gpt4 fail,0,0,17.258620262145996
53,unchecked low level calls,error: gpt4 fail,0,0,17.889978408813477
54,unchecked low level calls,error: gpt4 fail,0,0,17.652276754379272
55,unchecked low level calls,error: gpt4 fail,0,0,18.11426305770874
56,unchecked low level calls,error: gpt4 fail,0,0,17.455238580703735
57,unchecked low level calls,error: gpt4 fail,0,0,19.243881702423096
58,unchecked low level calls,error: gpt4 fail,0,0,17.47288751602173
59,unchecked low level calls,error: gpt4 fail,0,0,17.34422254562378
60,unchecked low level calls,error: gpt4 fail,0,0,18.78486967086792
61,unchecked low level calls,error: gpt4 fail,0,0,17.292168617248535
62,unchecked low level calls,error: gpt4 fail,0,0,17.304534196853638
63,unchecked low level calls,error: gpt4 fail,0,0,17.09471821784973
64,unchecked low level calls,error: gpt4 fail,0,0,17.59112048149109
65,unchecked low level calls,error: gpt4 fail,0,0,17.137077569961548
66,unchecked low level calls,error: gpt4 fail,0,0,17.621613025665283
67,unchecked low level calls,error: gpt4 fail,0,0,17.862709045410156
68,unchecked low level calls,error: gpt4 fail,0,0,17.499207258224487
69,unchecked low level calls,error: gpt4 fail,0,0,17.33176326751709
70,unchecked low level calls,error: gpt4 fail,0,0,17.34009861946106
71,unchecked low level calls,error: gpt4 fail,0,0,17.938092708587646
72,unchecked low level calls,error: gpt4 fail,0,0,17.61760902404785
73,front running,error: gpt4 fail,0,0,17.649604320526123
74,front running,error: gpt4 fail,0,0,17.171162605285645
75,front running,error: gpt4 fail,0,0,16.948673725128174
76,front running,error: gpt4 fail,0,0,17.058581590652466
77,arithmetic,error: gpt4 fail,0,0,17.491358757019043
78,arithmetic,error: gpt4 fail,0,0,17.100022792816162
79,arithmetic,error: gpt4 fail,0,0,17.50599694252014
80,arithmetic,error: gpt4 fail,0,0,17.381654024124146
81,arithmetic,error: gpt4 fail,0,0,17.45305609703064
82,arithmetic,error: gpt4 fail,0,0,17.45666813850403
83,arithmetic,error: gpt4 fail,0,0,17.350937366485596
84,arithmetic,error: gpt4 fail,0,0,17.23224711418152
85,arithmetic,error: gpt4 fail,0,0,17.337366580963135
86,arithmetic,error: gpt4 fail,0,0,17.974095344543457
87,arithmetic,error: gpt4 fail,0,0,17.31809639930725
88,arithmetic,error: gpt4 fail,0,0,17.64182472229004
89,arithmetic,error: gpt4 fail,0,0,17.926278591156006
90,arithmetic,error: gpt4 fail,0,0,17.37756586074829
91,bad randomness,error: gpt4 fail,0,0,17.7469220161438
92,bad randomness,error: gpt4 fail,0,0,17.437143802642822
93,bad randomness,error: gpt4 fail,0,0,17.761094331741333
94,bad randomness,error: gpt4 fail,0,0,17.590975522994995
95,bad randomness,error: gpt4 fail,0,0,19.256367683410645
96,bad randomness,error: gpt4 fail,0,0,17.112934112548828
97,reentrancy,error: gpt4 fail,0,0,17.54747486114502
98,reentrancy,error: gpt4 fail,0,0,17.13121747970581
99,reentrancy,error: gpt4 fail,0,0,18.4198956489563
100,reentrancy,error: gpt4 fail,0,0,17.789098978042603
101,reentrancy,error: gpt4 fail,0,0,17.483142852783203
102,reentrancy,error: gpt4 fail,0,0,17.551694631576538
103,reentrancy,error: gpt4 fail,0,0,16.947926998138428
104,reentrancy,error: gpt4 fail,0,0,17.414403200149536
105,reentrancy,error: gpt4 fail,0,0,17.41578507423401
106,reentrancy,error: gpt4 fail,0,0,17.41365671157837
107,reentrancy,error: gpt4 fail,0,0,17.19498085975647
108,reentrancy,error: gpt4 fail,0,0,17.443190097808838
109,reentrancy,error: gpt4 fail,0,0,17.06687641143799
110,reentrancy,error: gpt4 fail,0,0,17.45863652229309
111,reentrancy,error: gpt4 fail,0,0,17.362220764160156
112,reentrancy,error: gpt4 fail,0,0,17.424505710601807
113,reentrancy,error: gpt4 fail,0,0,17.416040420532227
114,reentrancy,error: gpt4 fail,0,0,17.473456144332886
115,reentrancy,error: gpt4 fail,0,0,18.098177671432495
116,reentrancy,error: gpt4 fail,0,0,17.583402633666992
117,reentrancy,error: gpt4 fail,0,0,17.526930332183838
118,reentrancy,error: gpt4 fail,0,0,17.19513487815857
119,reentrancy,error: gpt4 fail,0,0,17.19073486328125
120,reentrancy,error: gpt4 fail,0,0,17.337526559829712
121,reentrancy,error: gpt4 fail,0,0,17.90930986404419
122,reentrancy,error: gpt4 fail,0,0,17.791001796722412
123,reentrancy,error: gpt4 fail,0,0,17.125683069229126
124,reentrancy,error: gpt4 fail,0,0,17.197741985321045
125,reentrancy,error: gpt4 fail,0,0,17.500776290893555
126,reentrancy,error: gpt4 fail,0,0,17.064050912857056
127,time manipulation,error: gpt4 fail,0,0,17.484544277191162
128,time manipulation,error: gpt4 fail,0,0,17.67013669013977
129,time manipulation,error: gpt4 fail,0,0,17.436994552612305
130,time manipulation,error: gpt4 fail,0,0,17.581096172332764
131,time manipulation,error: gpt4 fail,0,0,17.142253398895264
132,short addresses,error: gpt4 fail,0,0,17.132219076156616
133,denial of service,error: gpt4 fail,0,0,17.733893156051636
134,denial of service,error: gpt4 fail,0,0,17.619731664657593
135,denial of service,error: gpt4 fail,0,0,17.93145751953125
136,denial of service,error: gpt4 fail,0,0,17.604172468185425
137,denial of service,error: gpt4 fail,0,0,17.87545418739319
138,denial of service,error: gpt4 fail,0,0,17.58594059944153
