case_id,vuln_type,audit_report,input_token_num,output_token_num,inference_time
11,access control,error: gpt4 fail,0,0,17.29885220527649
12,access control,error: gpt4 fail,0,0,16.853918075561523
13,access control,error: gpt4 fail,0,0,17.314148664474487
14,access control,error: gpt4 fail,0,0,17.209173679351807
15,access control,error: gpt4 fail,0,0,17.064743757247925
16,access control,error: gpt4 fail,0,0,17.24336266517639
17,access control,error: gpt4 fail,0,0,17.121968507766724
18,access control,error: gpt4 fail,0,0,17.077616691589355
19,access control,error: gpt4 fail,0,0,17.043671131134033
20,access control,error: gpt4 fail,0,0,16.918594360351562
21,access control,error: gpt4 fail,0,0,16.81629776954651
22,access control,error: gpt4 fail,0,0,17.021286249160767
23,access control,error: gpt4 fail,0,0,17.099101781845093
24,access control,error: gpt4 fail,0,0,17.323615550994873
25,access control,error: gpt4 fail,0,0,17.22079062461853
26,access control,error: gpt4 fail,0,0,17.57689118385315
27,unchecked low level calls,error: gpt4 fail,0,0,17.212995529174805
28,unchecked low level calls,error: gpt4 fail,0,0,17.043813467025757
29,unchecked low level calls,error: gpt4 fail,0,0,17.0997211933136
30,unchecked low level calls,error: gpt4 fail,0,0,17.720258235931396
31,unchecked low level calls,error: gpt4 fail,0,0,17.280051469802856
32,unchecked low level calls,error: gpt4 fail,0,0,17.604008197784424
33,unchecked low level calls,error: gpt4 fail,0,0,17.504324436187744
34,unchecked low level calls,error: gpt4 fail,0,0,17.46063995361328
35,unchecked low level calls,error: gpt4 fail,0,0,18.0815167427063
36,unchecked low level calls,error: gpt4 fail,0,0,17.715879440307617
37,unchecked low level calls,error: gpt4 fail,0,0,17.397534370422363
38,unchecked low level calls,error: gpt4 fail,0,0,16.948434829711914
39,unchecked low level calls,error: gpt4 fail,0,0,16.9705069065094
40,unchecked low level calls,error: gpt4 fail,0,0,17.34154510498047
41,unchecked low level calls,error: gpt4 fail,0,0,17.38287663459778
42,unchecked low level calls,error: gpt4 fail,0,0,17.950467109680176
43,unchecked low level calls,error: gpt4 fail,0,0,17.394745111465454
44,unchecked low level calls,error: gpt4 fail,0,0,17.590002059936523
45,unchecked low level calls,error: gpt4 fail,0,0,17.00488257408142
46,unchecked low level calls,error: gpt4 fail,0,0,17.61712145805359
47,unchecked low level calls,error: gpt4 fail,0,0,17.38808298110962
48,unchecked low level calls,error: gpt4 fail,0,0,17.478896617889404
49,unchecked low level calls,error: gpt4 fail,0,0,17.80754566192627
50,unchecked low level calls,error: gpt4 fail,0,0,17.99451994895935
51,unchecked low level calls,error: gpt4 fail,0,0,17.236960411071777
52,unchecked low level calls,error: gpt4 fail,0,0,17.255723476409912
53,unchecked low level calls,error: gpt4 fail,0,0,17.15790581703186
54,unchecked low level calls,error: gpt4 fail,0,0,17.019413471221924
55,unchecked low level calls,error: gpt4 fail,0,0,18.20706844329834
56,unchecked low level calls,error: gpt4 fail,0,0,17.294995546340942
57,unchecked low level calls,error: gpt4 fail,0,0,17.334084033966064
58,unchecked low level calls,error: gpt4 fail,0,0,17.528971433639526
59,unchecked low level calls,error: gpt4 fail,0,0,17.95884680747986
60,unchecked low level calls,error: gpt4 fail,0,0,17.368804454803467
61,unchecked low level calls,error: gpt4 fail,0,0,17.562310695648193
62,unchecked low level calls,error: gpt4 fail,0,0,17.226231575012207
63,unchecked low level calls,error: gpt4 fail,0,0,17.465449333190918
64,unchecked low level calls,error: gpt4 fail,0,0,17.254695653915405
65,unchecked low level calls,error: gpt4 fail,0,0,17.48136258125305
66,unchecked low level calls,error: gpt4 fail,0,0,17.515550136566162
67,unchecked low level calls,error: gpt4 fail,0,0,17.7403302192688
68,unchecked low level calls,error: gpt4 fail,0,0,17.482779026031494
69,unchecked low level calls,error: gpt4 fail,0,0,17.1764554977417
70,unchecked low level calls,error: gpt4 fail,0,0,17.450072765350342
71,unchecked low level calls,error: gpt4 fail,0,0,17.291266202926636
72,unchecked low level calls,error: gpt4 fail,0,0,17.79847812652588
73,front running,error: gpt4 fail,0,0,17.33232355117798
74,front running,error: gpt4 fail,0,0,16.875458240509033
75,front running,error: gpt4 fail,0,0,17.47705864906311
76,front running,error: gpt4 fail,0,0,17.262887954711914
77,arithmetic,error: gpt4 fail,0,0,17.130951404571533
78,arithmetic,error: gpt4 fail,0,0,17.145047903060913
79,arithmetic,error: gpt4 fail,0,0,17.3262038230896
80,arithmetic,error: gpt4 fail,0,0,17.079325437545776
81,arithmetic,error: gpt4 fail,0,0,17.908791303634644
82,arithmetic,error: gpt4 fail,0,0,17.317421674728394
83,arithmetic,error: gpt4 fail,0,0,17.301239728927612
84,arithmetic,error: gpt4 fail,0,0,17.285026788711548
85,arithmetic,error: gpt4 fail,0,0,17.113370418548584
86,arithmetic,error: gpt4 fail,0,0,17.609795808792114
87,arithmetic,error: gpt4 fail,0,0,17.30789875984192
88,arithmetic,error: gpt4 fail,0,0,17.191693544387817
89,arithmetic,error: gpt4 fail,0,0,17.21613645553589
90,arithmetic,error: gpt4 fail,0,0,17.249451637268066
91,bad randomness,error: gpt4 fail,0,0,17.212491989135742
92,bad randomness,error: gpt4 fail,0,0,17.90808916091919
93,bad randomness,error: gpt4 fail,0,0,17.86582040786743
94,bad randomness,error: gpt4 fail,0,0,17.21023178100586
95,bad randomness,error: gpt4 fail,0,0,17.642821550369263
96,bad randomness,error: gpt4 fail,0,0,17.568492650985718
97,reentrancy,error: gpt4 fail,0,0,17.25733757019043
98,reentrancy,error: gpt4 fail,0,0,17.323131322860718
99,reentrancy,error: gpt4 fail,0,0,17.10128378868103
100,reentrancy,error: gpt4 fail,0,0,17.428773403167725
101,reentrancy,error: gpt4 fail,0,0,17.099124908447266
102,reentrancy,error: gpt4 fail,0,0,17.056554794311523
103,reentrancy,error: gpt4 fail,0,0,17.165834426879883
104,reentrancy,error: gpt4 fail,0,0,17.21462082862854
105,reentrancy,error: gpt4 fail,0,0,17.488062620162964
106,reentrancy,error: gpt4 fail,0,0,17.548757076263428
107,reentrancy,error: gpt4 fail,0,0,16.902142763137817
108,reentrancy,error: gpt4 fail,0,0,17.48980188369751
109,reentrancy,error: gpt4 fail,0,0,17.540382623672485
110,reentrancy,error: gpt4 fail,0,0,17.049373149871826
111,reentrancy,error: gpt4 fail,0,0,17.576302766799927
112,reentrancy,error: gpt4 fail,0,0,17.154870986938477
113,reentrancy,error: gpt4 fail,0,0,17.236358642578125
114,reentrancy,error: gpt4 fail,0,0,17.39307427406311
115,reentrancy,error: gpt4 fail,0,0,17.36710286140442
116,reentrancy,error: gpt4 fail,0,0,17.382447719573975
117,reentrancy,error: gpt4 fail,0,0,17.342492818832397
118,reentrancy,error: gpt4 fail,0,0,17.11727499961853
119,reentrancy,error: gpt4 fail,0,0,17.61894202232361
120,reentrancy,error: gpt4 fail,0,0,17.063352346420288
121,reentrancy,error: gpt4 fail,0,0,17.56092596054077
122,reentrancy,error: gpt4 fail,0,0,17.19159746170044
123,reentrancy,error: gpt4 fail,0,0,17.207608938217163
124,reentrancy,error: gpt4 fail,0,0,17.40550684928894
125,reentrancy,error: gpt4 fail,0,0,17.745229959487915
126,reentrancy,error: gpt4 fail,0,0,17.263952255249023
127,time manipulation,error: gpt4 fail,0,0,17.14138436317444
128,time manipulation,error: gpt4 fail,0,0,16.902443170547485
129,time manipulation,error: gpt4 fail,0,0,17.58428931236267
130,time manipulation,error: gpt4 fail,0,0,16.928292989730835
131,time manipulation,error: gpt4 fail,0,0,17.321401119232178
132,short addresses,error: gpt4 fail,0,0,17.31959319114685
133,denial of service,error: gpt4 fail,0,0,17.426369667053223
134,denial of service,error: gpt4 fail,0,0,17.325486660003662
135,denial of service,error: gpt4 fail,0,0,17.71524977684021
136,denial of service,error: gpt4 fail,0,0,17.49064612388611
137,denial of service,error: gpt4 fail,0,0,17.59052586555481
138,denial of service,error: gpt4 fail,0,0,17.085626125335693
