case_id,vuln_type,audit_report,input_token_num,output_token_num,inference_time
11,access control,error: gpt4 fail,0,0,17.44799280166626
12,access control,error: gpt4 fail,0,0,17.456681489944458
13,access control,error: gpt4 fail,0,0,17.47843027114868
14,access control,error: gpt4 fail,0,0,17.29793429374695
15,access control,error: gpt4 fail,0,0,17.536320686340332
16,access control,error: gpt4 fail,0,0,17.27813172340393
17,access control,error: gpt4 fail,0,0,17.33357834815979
18,access control,error: gpt4 fail,0,0,17.02880072593689
19,access control,error: gpt4 fail,0,0,17.432382583618164
20,access control,error: gpt4 fail,0,0,17.228379487991333
21,access control,error: gpt4 fail,0,0,17.110331535339355
22,access control,error: gpt4 fail,0,0,17.47017788887024
23,access control,error: gpt4 fail,0,0,16.90038228034973
24,access control,error: gpt4 fail,0,0,17.58737874031067
25,access control,error: gpt4 fail,0,0,17.20647883415222
26,access control,error: gpt4 fail,0,0,17.333690643310547
27,unchecked low level calls,error: gpt4 fail,0,0,18.10046362876892
28,unchecked low level calls,error: gpt4 fail,0,0,17.21837043762207
29,unchecked low level calls,error: gpt4 fail,0,0,17.39504313468933
30,unchecked low level calls,error: gpt4 fail,0,0,16.992579460144043
31,unchecked low level calls,error: gpt4 fail,0,0,17.05968165397644
32,unchecked low level calls,error: gpt4 fail,0,0,17.332668781280518
33,unchecked low level calls,error: gpt4 fail,0,0,17.661810159683228
34,unchecked low level calls,error: gpt4 fail,0,0,17.243841648101807
35,unchecked low level calls,error: gpt4 fail,0,0,18.282395601272583
36,unchecked low level calls,error: gpt4 fail,0,0,17.22154402732849
37,unchecked low level calls,error: gpt4 fail,0,0,17.467369556427002
38,unchecked low level calls,error: gpt4 fail,0,0,16.84118413925171
39,unchecked low level calls,error: gpt4 fail,0,0,17.556732416152954
40,unchecked low level calls,error: gpt4 fail,0,0,17.78119945526123
41,unchecked low level calls,error: gpt4 fail,0,0,17.02885627746582
42,unchecked low level calls,error: gpt4 fail,0,0,17.7511887550354
43,unchecked low level calls,error: gpt4 fail,0,0,17.335787773132324
44,unchecked low level calls,error: gpt4 fail,0,0,17.396252393722534
45,unchecked low level calls,error: gpt4 fail,0,0,17.614746809005737
46,unchecked low level calls,error: gpt4 fail,0,0,17.255473613739014
47,unchecked low level calls,error: gpt4 fail,0,0,17.109675645828247
48,unchecked low level calls,error: gpt4 fail,0,0,16.97307276725769
49,unchecked low level calls,error: gpt4 fail,0,0,17.92223882675171
50,unchecked low level calls,error: gpt4 fail,0,0,18.08849835395813
51,unchecked low level calls,error: gpt4 fail,0,0,17.327191829681396
52,unchecked low level calls,error: gpt4 fail,0,0,17.8106849193573
53,unchecked low level calls,error: gpt4 fail,0,0,17.5130512714386
54,unchecked low level calls,error: gpt4 fail,0,0,17.30933117866516
55,unchecked low level calls,error: gpt4 fail,0,0,17.991860389709473
56,unchecked low level calls,error: gpt4 fail,0,0,17.258344173431396
57,unchecked low level calls,error: gpt4 fail,0,0,17.076008796691895
58,unchecked low level calls,error: gpt4 fail,0,0,17.610953330993652
59,unchecked low level calls,error: gpt4 fail,0,0,17.853088855743408
60,unchecked low level calls,error: gpt4 fail,0,0,17.203187227249146
61,unchecked low level calls,error: gpt4 fail,0,0,17.440919876098633
62,unchecked low level calls,error: gpt4 fail,0,0,17.176716566085815
63,unchecked low level calls,error: gpt4 fail,0,0,17.499598503112793
64,unchecked low level calls,error: gpt4 fail,0,0,17.537386655807495
65,unchecked low level calls,error: gpt4 fail,0,0,17.08467960357666
66,unchecked low level calls,error: gpt4 fail,0,0,17.210207223892212
67,unchecked low level calls,error: gpt4 fail,0,0,17.75918436050415
68,unchecked low level calls,error: gpt4 fail,0,0,17.466448307037354
69,unchecked low level calls,error: gpt4 fail,0,0,17.332777976989746
70,unchecked low level calls,error: gpt4 fail,0,0,17.37575674057007
71,unchecked low level calls,error: gpt4 fail,0,0,17.24369525909424
72,unchecked low level calls,error: gpt4 fail,0,0,17.426507711410522
73,front running,error: gpt4 fail,0,0,17.498634338378906
74,front running,error: gpt4 fail,0,0,17.30449938774109
75,front running,error: gpt4 fail,0,0,17.687382698059082
76,front running,error: gpt4 fail,0,0,17.241005182266235
77,arithmetic,error: gpt4 fail,0,0,17.114789724349976
78,arithmetic,error: gpt4 fail,0,0,17.71861481666565
79,arithmetic,error: gpt4 fail,0,0,17.49329137802124
80,arithmetic,error: gpt4 fail,0,0,17.582402229309082
81,arithmetic,error: gpt4 fail,0,0,17.763364553451538
82,arithmetic,error: gpt4 fail,0,0,16.921719312667847
83,arithmetic,error: gpt4 fail,0,0,17.697425842285156
84,arithmetic,error: gpt4 fail,0,0,17.15795373916626
85,arithmetic,error: gpt4 fail,0,0,17.431543111801147
86,arithmetic,error: gpt4 fail,0,0,17.141024351119995
87,arithmetic,error: gpt4 fail,0,0,17.414402961730957
88,arithmetic,error: gpt4 fail,0,0,17.376049518585205
89,arithmetic,error: gpt4 fail,0,0,17.36144208908081
90,arithmetic,error: gpt4 fail,0,0,17.658185958862305
91,bad randomness,error: gpt4 fail,0,0,17.428175449371338
92,bad randomness,error: gpt4 fail,0,0,17.671655893325806
93,bad randomness,error: gpt4 fail,0,0,18.02371597290039
94,bad randomness,error: gpt4 fail,0,0,17.25897979736328
95,bad randomness,error: gpt4 fail,0,0,17.459638595581055
96,bad randomness,error: gpt4 fail,0,0,17.4700825214386
97,reentrancy,error: gpt4 fail,0,0,17.447153568267822
98,reentrancy,error: gpt4 fail,0,0,17.12301540374756
99,reentrancy,error: gpt4 fail,0,0,17.17979621887207
100,reentrancy,error: gpt4 fail,0,0,16.9279146194458
101,reentrancy,error: gpt4 fail,0,0,17.64872932434082
102,reentrancy,error: gpt4 fail,0,0,17.110910415649414
103,reentrancy,error: gpt4 fail,0,0,17.21283793449402
104,reentrancy,error: gpt4 fail,0,0,17.722774267196655
105,reentrancy,error: gpt4 fail,0,0,17.458133220672607
106,reentrancy,error: gpt4 fail,0,0,17.2236168384552
107,reentrancy,error: gpt4 fail,0,0,17.521066188812256
108,reentrancy,error: gpt4 fail,0,0,17.51904845237732
109,reentrancy,error: gpt4 fail,0,0,17.670856475830078
110,reentrancy,error: gpt4 fail,0,0,17.44271469116211
111,reentrancy,error: gpt4 fail,0,0,17.05399513244629
112,reentrancy,error: gpt4 fail,0,0,17.400898933410645
113,reentrancy,error: gpt4 fail,0,0,17.290228366851807
114,reentrancy,error: gpt4 fail,0,0,17.234827041625977
115,reentrancy,error: gpt4 fail,0,0,17.477577924728394
116,reentrancy,error: gpt4 fail,0,0,17.18348264694214
117,reentrancy,error: gpt4 fail,0,0,17.024727821350098
118,reentrancy,error: gpt4 fail,0,0,18.00650429725647
119,reentrancy,error: gpt4 fail,0,0,17.592751026153564
120,reentrancy,error: gpt4 fail,0,0,17.18019127845764
